Words,Counts
"unfortunately,",1
"rock-record,",1
"wrongly,",1
scrambling,1
bewildering,1
profusion.,1
fish-lizards,1
"sea-serpents,",1
"dragons,",1
arose.,1
keenly,1
heritage,1
flesh-and-blood,1
degeneration,1
awful,1
possibility--involution,1
evolution--but,1
recover,1
afresh,1
forward.,1
retrogressions,1
unthinkably,1
"whatsoever,",1
"nobler,",1
"masterful,",1
"emancipated,",1
_better_,1
life--a,1
enduring,1
satisfaction.,1
chequered,1
"involution,",1
_progressive,1
_great_,1
"youthfulness,",1
"healthfulness,",1
resistance,1
control.,1
potentialities,1
"full,",1
occurrence.,1
"fostered,",1
nipped,1
terminal,1
animal.],1
headquarters,1
oceans.,1
_nautilus,1
"pompilius_,",1
fiji.,1
(s),1
"chambers,",1
perforating,1
partitions,1
(se).,1
vm;,1
e;,1
h;,1
(l),1
"tentacles,",1
"cambrian,",1
carboniferous.,1
"nautiloids,",1
to-day.],1
savage,1
chalmers,1
"mitchell,",1
"herons,",1
"storks,",1
"pelicans,",1
"gannets,",1
herons,1
storks,1
change:,1
"moving,",1
arguing,1
"glacier,",1
lamp-shell,1
_ligula_,1
primrose,1
"fruit-fly,",1
"drosophila,",1
mutating,1
mood.,1
peppered,1
paler,1
"england,",1
sugar-bird,1
statistics,1
"punnett,",1
"""if",1
.001,1
"generations.""",1
untold,1
up--a,1
"dwarf,",1
"boy,",1
cock,1
"""wonder-horse""",1
mane,1
tailless,1
"blackbird,",1
"beech,",1
celandine,1
mutation,1
"smaller,",1
aurelia.,1
admirably,1
leisurely,1
saucer-shaped,1
concavity.,1
marginal,1
paralyse,1
lasso,1
wafts,1
"life-history,",1
cosmopolitan,1
distribution.,1
old-established,1
saucer,1
"soup-plate,",1
multiples,1
"lips,",1
filaments,1
"stomach,",1
sense-organs,1
"disc,",1
unbranched,1
stomach,1
circumference.,1
"sixes,",1
"fives,",1
"threes,",1
idiosyncrasies.,1
_even,1
well-established,1
change._,1
"cabbages,",1
brussels,1
"sprouts,",1
kale,1
curly,1
"greens,",1
scions,1
cabbage,1
shores.,1
aristocrat,1
apple-trees,1
orchards,1
plebeian,1
crab-apple,1
roadside?,1
"chrysanthemum,",1
potato,1
creations,1
luther,1
"burbank,",1
stoneless,1
plum,1
primus,1
"berry,",1
spineless,1
cactus,1
shasta,1
"daisy,",1
risen,1
ancestors--a,1
"jackal,",1
coyote.,1
"fix,",1
"pigeons,",1
"rock-dove,",1
jungle-fowl,1
unpacked,1
rabbits.,1
long-haired,1
angoras,1
lop-eared,1
"egypt,",1
"crete,",1
"greece,",1
rome,1
wheatfields,1
tigris,1
euphrates.,1
egyptian,1
tombs,1
germinates,1
"dynasty,",1
old.,1
hermon.,1
_triticum,1
"hermonis_,",1
"emmer,",1
wheats.,1
"heads,",1
brittle,1
spikelet-bearing,1
knocking,1
awns,1
spikelets,1
glumes,1
chaff,1
chewing,1
mouthful,1
seeds--and,1
cropped,1
virgil,1
"""georgics""",1
fullest,1
"taken,",1
patrick,1
sheriff,1
"haddington,",1
deliberately,1
segregating,1
progeny,1
mediocre,1
assisted,1
allies,1
overcoming,1
crisis,1
darkest,1
"ripening,",1
excellent,1
milling,1
baking,1
wealth,1
1917,1
"250,000,000",1
bushels,1
1918,1
"300,000,000",1
bushels;,1
planted,1
plot,1
ottawa,1
1903.,1
"(periophthalmus),",1
mud-flats;,1
jumps,1
shore-animals;,1
mangrove-trees.,1
close-set,1
protrude,1
mobile.,1
respiration.],1
"times.""_",1
frog-like,1
nightjar.,1
gardens.,1
locusts,1
"mantises,",1
frog-mouth,1
sleeps,1
dilatable,1
sac,1
jaw.],1
helmet,1
casque,1
obscure.],1
there],1
birds],1
animals],1
moulted,1
autumn.],1
dwell,1
"wish,",1
buller's,1
_essays,1
wheat_,1
"(1919),",1
mid-europe,1
fife--a,1
"promising,",1
"nondescript,",1
pure-bred,1
"calcutta,",1
imported,1
cargo,1
"glasgow,",1
happily,1
ontario,1
1842.,1
"fife,",1
crossed,1
calcutta.,1
medley,1
scrutinising,1
marquis.,1
promise.,1
propagated;,1
rejected;,1
"emerged,",1
constructive,1
overtax,1
mightiest,1
elevators,1
1904-5,1
"envelope.""",1
food-plants,1
james,1
"ritchie,",1
"distinction,",1
scotland_,1
"(1920),",1
"""within",1
"itself,""",1
"restlessness,",1
ebbs,1
readjustments,1
"""balance",1
"nature.""",1
plague,1
"field-voles,",1
"disease""",1
rife;,1
"starlings,",1
rabbits;,1
cockchafers,1
"ascendant,",1
moles,1
spoiling,1
"""but",1
"fluctuate,",1
'irretraceable,1
"course.'""",1
tune,1
"dance,",1
faunas,1
ages--for,1
these--which,1
"""illustrate",1
faunal,1
"drift,""",1
"long-headed,",1
"square-jawed,",1
"short-limbed,",1
agile,1
"fishermen,",1
then?,1
"swamps,",1
"birch,",1
"alder,",1
"willow,",1
"meadows,",1
snow-capped,1
mountains.,1
inland,1
fifty-foot,1
beach.,1
roamed,1
to-day--the,1
elk,1
"cattle,",1
"horses,",1
toll,1
"likelihood,",1
resounded,1
boom,1
crane,1
bustard.,1
ritchie's,1
initial,1
hatching;,1
water-weed;,1
absorbed;,1
old;,1
emerging;,1
"8,",1
free;,1
"9,",1
ward.,1
"""fan""",1
"paddle,",1
closes,1
rapidity.,1
"""fan,""",1
"""feathering""",1
"oar,",1
stroke.],1
sea-level.,1
"burrow,",1
fibre.,1
tail.],1
caledonia,1
found?,1
thinning,1
predacious,1
"""safety",1
"first""",1
motto,1
obedience,1
exterminated,1
"auk,",1
marten,1
furs.,1
pests,1
hunted,1
existence;,1
pearl-bearing,1
"river-mussels,",1
subtler,1
also--protection,1
aesthetic,1
humane,1
sentiments;,1
wholesome,1
superstitions,1
safeguarded,1
robin,1
redbreast,1
wren.,1
too--the,1
rabbit,1
pheasant,1
amenity.,1
"introduction,",1
"protection,",1
killing,1
influences.,1
indirect,1
interference,1
"wild,",1
"bridges,",1
"aliens,",1
"cockroaches,",1
drained,1
swamps,1
rife,1
result?,1
_number_,1
beasts,1
banished,1
"interfered,",1
deliberate,1
fallow,1
"deer,",1
"pheasant,",1
accidental,1
cockroaches.,1
_quality_,1
quantity;,1
paltry,1
pigmies,1
giants.,1
vivid,1
"interferes,",1
progressive.,1
ritchie,1
"falling,",1
"loss,",1
deterioration,1
cochroaches,1
"bugs,",1
glamour,1
scotland's,1
plays--the,1
"bustard,",1
"crane,",1
bumbling,1
"bittern,",1
"disappearing.""",1
adventurers,1
kingdoms,1
"conquer,",1
_it,1
opportunity._,1
"pitcher-plant,",1
trap.,1
crevices,1
"shells,",1
"successfully,",1
"brine-shrimp,",1
_artemia,1
"salina_,",1
salterns,1
utah.,1
"arges,",1
torrents,1
andes.,1
intrepid,1
explorers,1
_scotia_,1
terns,1
spending,1
circle--which,1
pole;,1
incursions,1
rare,1
pallas's,1
"sand-grouse,",1
thrice,1
killdeer,1
atlantic.,1
ceases,1
"disturbed,",1
minority,1
"acquiesce,",1
rottenness,1
"eaters,",1
ease.,1
haunts--such,1
"tree-toads,",1
"tree-snakes,",1
"tree-lizards,",1
"tree-kangaroos,",1
"tree-mice,",1
"tree-porcupines,",1
mentioning,1
apprenticeship--an,1
freeing,1
robber,1
"land-crab,",1
"birgus,",1
blood-containing,1
"gill-cavity,",1
rudimentary,1
"claws,",1
claw,1
"""eye-hole""",1
"coconut,",1
torn,1
fibrous,1
husk.,1
pulp.,1
abdomen--for,1
"explorer,",1
"coco-palms,",1
shore-crab.,1
"shores,",1
"coco-palm,",1
native,1
"introduced,",1
"mexico,",1
polynesian,1
mariners,1
columbus.,1
coconuts,1
"achievement,",1
gravelly,1
bed,1
hatching.,1
constricted,1
yolk-laden,1
"alevin,",1
(y.s.).,1
nourished,1
yolk-sac,1
"(y.s.),",1
diminishing,1
"parr,",1
"smolts,",1
grilse.,1
size.],1
foam,1
"fall,",1
casting,1
curtain,1
down-rushing,1
risen.,1
lip,1
"cataract,",1
race.],1
therein,1
"attendance,",1
"milt,",1
gravel.,1
shed.,1
"_alevins_,",1
lurk,1
pebbles.,1
yolk.,1
"eight,",1
protruding,1
"_fry_,",1
fend,1
grown,1
trout-like,1
"_parr_,",1
parr,1
"_smolts_,",1
may.,1
_grilse_,1
grilse,1
(they,1
_kelts_,1
spawning),1
otters,1
"_oncorhynchus_,",1
_salmo_),1
individuals,1
"spawning,",1
snapping,1
creations.,1
"scales,",1
spawned,1
salmon's,1
frequents,1
"breeds,",1
shore-waters,1
"spawn,",1
strictly,1
dogma,1
"bass,",1
"sea-perches,",1
"estuaries,",1
"marine,",1
"shad,",1
salmon.,1
purposes.,1
"trout,",1
reinforced,1
migrants,1
freshwater.,1
"char,",1
"lakes,",1
arguments,1
_two_,1
"summer,",1
up-stream.,1
eel-fare,1
stout,1
knitting,1
needle.,1
obligation,1
snuggle,1
dawn.,1
quiet,1
rivulets,1
drainpipes,1
ponds.,1
"imperious,",1
excursion,1
meadow.,1
quiet-flowing,1
"eventually,",1
"males,",1
well-grown,1
restlessness.,1
mature.,1
jacket,1
meadow-grass,1
excitedly.,1
shallow.,1
hebrides,1
southwards.,1
gently.,1
"leptocephali,",1
proved.,1
"shorter,",1
"fast,",1
decreases.,1
"glass-eels,",1
2-1/2,1
knitting-needle,1
girth.,1
destination,1
up-stream,1
elvers.,1
eastern,1
journeyed,1
matures,1
spawns,1
ascending,1
azores,1
circumvent,1
rhine,1
"constance,",1
obstacle,1
niagara;,1
emphasis,1
habitats,1
trying--the,1
"river,",1
deep-water,1
succeeded.,1
achievement,1
spawning.,1
minded,1
goethe's,1
"""death",1
advice,1
"life.""",1
"name,",1
lung,1
spout.,1
expels,1
vitiated,1
gulps.,1
double-breather,1
"(dipnoan),",1
yard,1
little-changed,1
"ceratodus,",1
"jurassic,",1
queensland,1
lineage,1
inertia,1
"little,",1
comfortably,1
decomposing,1
dried-up,1
"waterholes,",1
"kinds,",1
lively.,1
"_possible_,",1
"lung,",1
vulgalis_),1
leptocephalus.,1
"elver,",1
2/3,1
eel.],1
bare,1
capped,1
helmet.,1
"hair-like,",1
quills.,1
danger.],1
structure],1
herring-gull,1
fish-eater;,1
"turnips,",1
"potatoes,",1
settling,1
sheaves,1
gorging,1
grain.,1
"striking,",1
birds;,1
nestor,1
"zealand,",1
loins,1
"fleece,",1
gouging,1
fat.,1
frugivorous,1
sheep-ranches,1
zealand,1
striking.,1
"within,",1
imprints,1
transmissibility,1
evidence.,1
discovered--pulling,1
sculling,1
"rowing,",1
(chlamydosaurus),1
progression--always,1
totteringly,1
walk.,1
dipper,1
water-ouzel--a,1
wrens--to,1
water!,1
"parachutists--""flying",1
"fish,""",1
"frog,""",1
"dragon,""",1
"phalanger,""",1
"squirrel,""",1
flight?,1
journeys,1
undertaken,1
spiders.,1
breezy,1
"morning,",1
"autumn,",1
palings,1
tugs,1
spinners,1
"go,",1
parish,1
unfurl,1
"sail,",1
furl,1
journeys.,1
"""shower",1
"gossamer.""",1
_beagle_,1
folds,1
neck.],1
gossamer.,1
"curtain,",1
seashore.],1
diving-bell,1
dives--,1
--carrying,1
air-bubble--air,1
hair.,1
air-dome.,1
indents,1
--brushes,1
"entrance,",1
f.e.s._],1
"admit,",1
recent;,1
modernity,1
under-water,1
"seashore,",1
douching,1
"freshwater,",1
"water-spider,",1
_argyroneta,1
"natans_,",1
_conquered_,1
sub-aquatic,1
flattish,1
"woven,",1
"somehow,",1
pegged,1
descends,1
brushes,1
"web,",1
buoyed,1
dome.,1
"diving-bell,",1
anticipation,1
"device,",1
creature--far,1
reason--lays,1
exploitation,1
areas.,1
"endeavoured,",1
"trekking,",1
tackled,1
beautiful.,1
theme.,1
transformations,1
"country,",1
"inventions,",1
stop?,1
vii,1
"""mind""",1
avoided,1
uncritical,1
generosity,1
credits,1
brer,1
"rabbit--who,",1
hare--with,1
avoided.,1
passenger,1
rapidity),1
altogether.,1
stile,1
"negotiated,",1
over.,1
talk,1
machine.,1
engrain,1
effectively.,1
abilities,1
inborn;,1
pulled.,1
movements.,1
"engrained,",1
enregistered.,1
heart.,1
pigling,1
creeps,1
sneeze.,1
actions;,1
fails,1
unutterably,1
judge,1
agee,1
ninety-nine,1
adventures,1
slave,1
joy.,1
methodical,1
"established,",1
profit.,1
wilkinson._,1
"big-brained,",1
"alert,",1
"educable,",1
loquacious,1
"wild.""_",1
"carnivorous,",1
patagonia.,1
twined,1
"agile,",1
"""playing",1
"'possum,""",1
dead.],1
season],1
polygamous.,1
"guard,",1
intruder.],1
blow,1
rebounding,1
action;,1
mound-birds,1
celebes,1
ash,1
fermenting,1
vegetation;,1
suffocate.,1
struggling,1
"soon,",1
"perishes,",1
twice.,1
crocodiles,1
bury,1
vegetation--an,1
birthplace.,1
"egg-shell,",1
"brooding,",1
utters,1
piping,1
watchful,1
digs,1
"blankets,",1
believing,1
"mound-birds,",1
hatched.,1
"""as",1
"born.""",1
awareness.,1
courtship,1
"""rang",1
_qui,1
"vive_,",1
interpose,1
needed.,1
depreciate,1
unusual,1
instinct;,1
spontaneous?,1
"beak,",1
coughing,1
"sneezing,",1
"morgan,",1
founder,1
"psychology,",1
"occurred,",1
ascribe,1
faculty,1
satisfactorily,1
"niggardly,",1
missed;,1
"critical,",1
lids;,1
"acute,",1
"lost,",1
sound-waves,1
coarser,1
bones.,1
"balancing,",1
demonstrated;,1
whistle,1
loud,1
noises,1
"deaf,",1
indifferent,1
irresponsive.,1
bullhead,1
"dogfish,",1
dilute,1
permeating,1
"taste,",1
susceptible,1
responds,1
"pressures,",1
frequency;,1
function.,1
skates,1
"sharks,",1
"eel,",1
haddock,1
wanting,1
stickleback's,1
two-spined,1
fifteen-spined,1
water-plants;,1
fronds,1
glue-like,1
"secreted,",1
kidneys.,1
diseased,1
regularised,1
middle.,1
coercion,1
coaxing,1
induces,1
female--first,1
another--to,1
depositing,1
sojourn.,1
"hatched,",1
agility.,1
once;,1
nesting,1
ability.,1
testings.,1
secretion,1
glue,1
pathological,1
variation;,1
accident;,1
hereditarily.,1
chequer,1
1918),1
crew,1
aeroplane,1
difficulties.],1
pigeon's,1
rings.],1
"flippers,",1
flapped,1
vigorously.,1
noteworthy.,1
south.],1
co._,1
flippers,1
tobogganing,1
trackless,1
"birthplace,",1
determination,1
suitable,1
"site,",1
waddle,1
130,1
"step,",1
hour.],1
gertrude,1
white's,1
sticklebacks.,1
"packets,",1
"cotton,",1
aquarium.,1
mud-minnows,1
"packet,",1
intrigued,1
once.,1
darted,1
furiously,1
excitement.,1
cotton,1
sharply,1
them--a,1
interested,1
"""bags",1
"mystery,""",1
alert,1
perceiving,1
shallow-water,1
colour-associations.,1
minced,1
"snail,",1
chopped,1
"earthworm,",1
"liver,",1
forceps,1
smell.,1
forceps.,1
morsel,1
presentation,1
dart,1
baits,1
substituted,1
discs.,1
bait,1
_vice,1
"versa_,",1
infallibly,1
alternately,1
simultaneously.,1
"lessons,",1
trials,1
ignored.,1
experimenter,1
food-signal.,1
suppressing,1
"illustrated,",1
supports,1
fatiguing,1
exertions,1
"counts,",1
unabated,1
endowment.,1
"mentality,",1
misjudge,1
"total,",1
"average,",1
surmounting,1
wary,1
eluding,1
"skill,",1
(periophthalmus),1
"mangrove-trees,",1
shore-animals.,1
"especially,",1
breast-pocket;,1
kurtus,1
head;,1
shore-pool.,1
sandstone,1
"devonian,",1
taken--the,1
fish-like,1
discerned,1
"strides,",1
parts;,1
cords.,1
opened.,1
voice.,1
"doubtless,",1
"frogs,",1
sex-call;,1
broadened,1
out;,1
call;,1
infant's,1
broadening,1
"kindred,",1
intricacies,1
expressive,1
sex--emotions,1
joy,1
"fear,",1
jealousy,1
contentment.,1
"judge,",1
animal--perhaps,1
first--began,1
utterance,1
"""words,""",1
"halo,",1
"""enemy,""",1
"""home.""",1
sentences,1
expressed.,1
amphibia?,1
toad's,1
"""jewels.""",1
neat,1
"fly,",1
flicking,1
discriminates,1
labyrinth,1
wished,1
tank,1
"paths,",1
wrong,1
"path,",1
"card,",1
cards.,1
confusion,1
lesson.,1
amphibians;,1
inferred,1
splashes,1
climbing,1
"bank,",1
alert;,1
spawning-pond,1
occupying,1
"broad,",1
warns,1
"find,",1
egg-laying,1
registration.,1
"""clean",1
dainty,1
proud,1
spanish,1
"don.""",1
cliff-loving,1
chest.,1
blackish-grey.,1
harpy,1
mexico,1
paraguay,1
bolivia.],1
harm,1
destroying,1
"""death-feigning,""",1
"removed,",1
"dead,",1
betraying,1
vitality.],1
"woodpecker,",1
tail-feathers,1
braced,1
inserted,1
purposes,1
cracking,1
extracting,1
"kernel,",1
taker,1
tied,1
hollowed-out,1
cotton-reel,1
receptacle,1
promptly,1
clumps,1
together;,1
strings,1
water-weeds;,1
mortality.,1
"solution,",1
economical,1
nurse-frog,1
"(alytes),",1
uncommon,1
"continent,",1
retires,1
plunges,1
burden,1
cares.,1
"(pipa),",1
"female,",1
lid.,1
pockets.,1
nototrema,1
"tadpoles,",1
miniatures,1
parents.,1
strangest,1
(rhinoderma,1
"chili),",1
male's,1
"croaking-sacs,",1
distended.,1
father's,1
citing,1
finger-post,1
serpent;,1
phrase.,1
"reptiles--snakes,",1
"turtles,",1
crowd--we,1
rill.,1
effective;,1
efficiency.,1
"""soft-shell""",1
overtaken.,1
crayfish,1
buries,1
comes.,1
log,1
moment's,1
notice;,1
bask,1
shallows.,1
wariness,1
choosing,1
egg-laying.,1
tramps,1
effective.,1
reptiles;,1
wholly,1
finding,1
persons,1
indubitable.,1
gilbert,1
remarks,1
tortoise:,1
"""whenever",1
lady,1
hobbled,1
"benefactress,",1
strangers,1
"inattentive.""",1
records.,1
retiring,1
"disposition,",1
efface,1
darkened,1
interposed,1
partitioned,1
box.,1
chance.,1
minutes;,1
interval,1
"trial,",1
aimless,1
wandering.,1
twentieth,1
seconds;,1
"thirtieth,",1
thirtieth,1
fiftieth,1
"trip,",1
much;,1
"experience_,",1
played,1
masterliness,1
pets,1
emotion,1
"stories,",1
conjugal,1
guarded,1
long-continued,1
adaptation.,1
slow-worm,1
surrendering,1
"appendage,",1
reflective,1
withdrawal,1
cinder.,1
egg-eating,1
dasypeltis,1
gullet,1
"unbroken,",1
downward-projecting,1
"""empties""",1
returned.,1
"admirable,",1
unsurpassable;,1
intelligent.,1
triggers,1
"efficiencies,",1
philosophical,1
"dictum,",1
senses.,1
admired,1
gulls,1
biscuit,1
wake,1
"steamer,",1
incident,1
characteristic.,1
altering,1
unsurpassed.,1
danger-call,1
watch.,1
"partridges,",1
anxious,1
excited,1
clucking,1
foster-mother,1
indifferent.,1
squat;,1
instinctive.,1
discriminating,1
hearing;,1
singing,1
"art,",1
"listen,",1
betokens,1
ear.,1
trouble,1
gnawed,1
gales,1
rest.],1
son._,1
knocks,1
"breaks,",1
anvil.],1
"wood-cock,",1
probe,1
unseen,1
soil.,1
rejection,1
caterpillars.,1
eagles,1
carcass;,1
credited,1
preen,1
gland,1
balance;,1
demonstrate,1
impatiently,1
postulated,1
students,1
"""explain""",1
"water-bird,",1
"coot,",1
tumbled,1
"teaching,",1
ducklings,1
flit,1
plovers,1
danger-signal,1
sounds.,1
capacities--limited,1
"""little-brained""",1
cleverness.,1
incubated,1
cluck,1
door.,1
thirsty,1
drink,1
moistened,1
"finger-tip,",1
instinctively,1
recognize,1
saucerful.,1
"wanted,",1
stuffed,1
crops,1
"""worms""",1
worsted!,1
wasps;,1
"""educability.""",1
_learn_,1
rapidity;,1
obligations,1
begun.,1
worsted,1
"mistake,",1
mistakes,1
often.,1
little-brain,1
"wasps,",1
"occasion,",1
educability,1
emancipated,1
engrained,1
"obligations,",1
"""ring",1
bee.,1
brooding,1
disregarded,1
couple,1
trammels,1
instinct.,1
foster-parent,1
kindred.,1
"dive,",1
bath,1
yorkshire,1
puppy,1
barking,1
feint,1
"reappeared,",1
overhanging,1
bank.,1
observation.,1
former.,1
enjoyed,1
dog;,1
emotionally,1
excited;,1
intelligently,1
meaningful,1
cooperated,1
dived,1
appropriately.,1
"pecking,",1
"scratching,",1
"swimming,",1
"flying,",1
"crouching,",1
"""nurture""",1
mingle,1
"""nature.""",1
product,1
morgan's,1
"rapidity,",1
"""educable,""",1
richly,1
glad,1
learn.,1
pitted,1
"ant,",1
perfection;,1
attaches,1
"parrot,",1
attacks,1
zealand.,1
woodpeckers,1
fir,1
cones,1
hastily,1
"cones,",1
intact,1
educative,1
eagle,1
"talons,",1
lets,1
"exposed,",1
expedient.,1
expedient,1
"chance,",1
uses,1
herring-gulls,1
clams,1
"bills,",1
broken.,1
mussels.,1
wood-snail,1
anvil.,1
"thrush,",1
frances,1
pitt,1
"wood-snails,",1
"horns,",1
knocked,1
minutes',1
managed,1
predisposition,1
untutored,1
"imitation,",1
believed.,1
collie,1
sheep-driving,1
"forester,",1
shunting,1
waggons,1
"siding,",1
animal's.,1
"guinea-pigs,",1
"stingy,",1
rodents,1
domestication,1
stupefying,1
sheltered,1
lambs.,1
judgment,1
profited,1
dulled,1
domestication.,1
beavers,1
chisel-edged,1
left--to,1
"gale,",1
ground?,1
harvest-mouse,1
constructing,1
nuts?,1
fundamentally,1
"instinctive,",1
muscle-cells.,1
bees.,1
dexterities,1
opportunities.,1
routine--not,1
rigorous,1
drawn.,1
mathura,1
jumna,1
doles,1
piety,1
pilgrims,1
sacred,1
"river-tortoises,",1
carapaces,1
raft,1
unsteady,1
slippery,1
bridge,1
langur,1
(_semnopithecus,1
entellus_),1
venture,1
snaps,1
booty.,1
footing,1
turtle-backs,1
dexterity.,1
motive-force,1
lafayette_,1
acute,1
war.,1
arno,1
von,1
"indetal,",1
police,1
abroad,1
war.)],1
seal,1
crashing,1
sexes,1
wander,1
separately.,1
dug,1
"retreat,",1
hibernation.,1
captivity,1
trouble--an,1
intelligence.],1
sockets,1
jaws.],1
bull-terrier,1
"jasper,",1
"watson,",1
associating,1
"commands,",1
"""go",1
"floor.""",1
jasper,1
score,1
avebury's,1
van,1
tea,1
suggested.,1
gratification,1
desires.,1
stamping,1
arithmetical,1
"horses),",1
"dogs),",1
stampings.,1
delicacy,1
"uninterested,",1
owner's,1
"peg,",1
trigger.,1
"woodcraft,",1
scents.,1
pupil,1
waltzing,1
semicircular,1
waltz,1
trip,1
dormitory,1
orthodox,1
head-on,1
freak,1
educable,1
confronted,1
mouse-pupil,1
pathways,1
"illumination,",1
nest;,1
punished,1
shock,1
roundabout,1
road,1
guide.,1
mice,1
squirrels.,1
experience.,1
"rats,",1
manipulate,1
puzzle-boxes,1
treasure,1
maze.,1
"puzzle-boxes,",1
"difficult,",1
bolts,1
eliminate,1
reflection.,1
rat,1
maze--which,1
nevertheless,1
master.,1
tricks,1
inducement,1
sensible,1
doing.,1
look.,1
belle,1
vue,1
gardens,1
benevolent,1
visitors.,1
delivered,1
biscuit.,1
visitor,1
halfpenny,1
disgust.,1
"wise,",1
"habituation,",1
training.,1
halfpennies.,1
looked.,1
park,1
edinburgh,1
wont,1
sit,1
water-filled,1
quarry.,1
threw,1
"buns,",1
floated,1
plunging,1
pool.,1
ashore.,1
intelligence--of,1
"""perceptual",1
"inference.""",1
meadow,1
mares,1
"knoll,",1
ebb,1
tide.,1
"traps,",1
worthy,1
admiration.,1
intelligence?,1
disappointment,1
stricter,1
sense?,1
experiment?,1
"efficient,",1
dull.,1
"""play",1
"safety.""",1
"hasten,",1
insert,1
clauses.,1
experimentation,1
"playful,",1
lambs,1
"kids,",1
"calves,",1
"irresponsibly,",1
"unstereotyped,",1
fellows,1
marked.,1
responsibilities.,1
elbow-room,1
(behaviour-variations),1
"play,",1
"repeat,",1
glimpses,1
vanishing,1
non-plastic,1
stagnation.,1
unexhausted,1
cooperative,1
deteriorates.,1
versatile,1
inspiriting,1
wits.,1
"""words""",1
new--a,1
"inquisitiveness,",1
investigate,1
unsatisfied,1
approaching,1
gamut,1
"bushy-tailed,",1
squirrel-like,1
chimpanzee.,1
attainment,1
levels,1
tribe.,1
"equipment,",1
touch.,1
axes,1
directed,1
stereoscopic,1
brightness,1
prize,1
association),1
"""yes""",1
perch,1
"""no.""",1
bred,1
life-or-death,1
"expertness,",1
co-ordination,1
gift,1
emancipated.,1
support;,1
"climbing,",1
"lifting,",1
handling,1
organ.,1
zest,1
enjoy,1
pieces--a,1
dissection--or,1
brush,1
dando_,1
temper.,1
prickly,1
intrude,1
care.],1
frequenting,1
sumatra,1
"borneo,",1
"melancholy,",1
belly,1
"protuberant,",1
"yellow-brown,",1
cautious,1
slow.],1
animals_,1
(1872),1
"mate,",1
kith,1
kin.,1
temperament,1
show.,1
"lively,",1
"cheerful,",1
educable.,1
"temper,",1
melancholy,1
captivity.,1
"suggested,",1
gorilla.],1
hits,1
stress,1
pent-up,1
tap.,1
says;,1
splendidly,1
friend,1
"fight,",1
"make-up,",1
utilitarian,1
"interests,",1
"""watch",1
enumerate,1
"reacts,",1
_raison,1
d'etre_,1
pursuits.,1
likes,1
"activity.""",1
mood,1
kids,1
"kittens,",1
kipling's,1
"mongoose,",1
"riki-tiki-tavi,",1
pitch.,1
psychologist,1
quoted,1
vibrate.,1
repeating,1
"fun,",1
grist,1
mill.,1
"reward.""",1
"""tender",1
"throughout,",1
"everything.""",1
correlated,1
inquisitiveness,1
delight,1
quickness.,1
agility,1
plan.,1
"engender,",1
"spot,",1
moorings.,1
"macaque,",1
cousin,1
writes:,1
keenness,1
"perception,",1
rapidity,1
escaping,1
pursuit,1
world....,1
perceptions,1
decisions,1
my,1
decide,1
nimble,1
unexpected,1
"manoeuvres,",1
apples,1
peanuts,1
"task.""",1
understanding,1
"instincts,",1
educability.,1
bees;,1
quickest,1
"""learn""",1
sense-presentation,1
"sally,",1
"""zoo""",1
refused;,1
fruit.,1
"straws,",1
individually,1
teach,1
successful.,1
"""above",1
"six""",1
"""many,""",1
computation.,1
circumstance,1
doubling,1
resorted,1
refused,1
equivalent,1
"sound--""five""--and",1
cage,1
arm.,1
"handle,",1
apple--out,1
lizzie's,1
apple.,1
"""there",1
error;,1
"board,",1
"apple.""",1
fruit-laden,1
instructive.,1
pays.,1
vaseline,1
peanut,1
"cork,",1
cork,1
upside,1
nut,1
intent,1
focussed,1
object.,1
"deliberation,",1
"movements.""",1
level;,1
ideas;,1
experiment;,1
fumbling,1
learning!,1
"open,",1
attentive,1
kinnaman,1
feat,1
memory,1
audibly,1
"feel,",1
"time.""",1
"""puzzle-boxes""",1
"""combination-boxes""",1
(where,1
barriers,1
"order),",1
emphasized,1
instantaneous,1
abandonment,1
unsuccessful,1
selections,1
"performances.""",1
sounded,1
thorndike's,1
puzzle-box,1
solution.,1
zoo,1
washing,1
shelves,1
cupboard,1
"""wringing""",1
approved,1
caricature,1
"washerwoman,",1
mimics,1
"are!""",1
"chimpanzees,",1
attach,1
interpreter.,1
puzzle,1
despair,1
neighbour,1
"stick,",1
done.,1
"cage,",1
"""poked",1
inclination,1
"advantage.""",1
"""tool""",1
"cautious,",1
hobhouse,1
macaque,1
crooked,1
"peter,",1
lightner,1
witmer.,1
skate,1
"cycle,",1
needles,1
untie,1
"knots,",1
cigarette,1
"beads,",1
screw,1
unlock,1
locks.,1
"guess,",1
inference.,1
"seldom,",1
hints,1
prerogative.,1
bustle,1
"foxes,",1
"stoats,",1
"hares,",1
brain-mind!,1
_basal,1
appetites_,1
"sex,",1
_primary,1
"emotions_,",1
fear,1
affection,1
_instinctive,1
"aptitudes_,",1
how.,1
_intelligent,1
"activity_,",1
influence.,1
dando._,1
equatorial,1
playful,1
educable.],1
tamed.,1
cheetahs,1
"persia,",1
"turkestan,",1
africa.],1
reid._,1
resourceful,1
"""most",1
playsomest,1
crittur,1
god's,1
"earth.""",1
"hibernates,",1
survives,1
roving,1
resting-place;,1
night.],1
instreaming,1
messages,1
raindrops,1
hailstones,1
"deeply,",1
meaning.,1
"educability,",1
